pr_text,po_text,label,issue,source,sheet,source_row,group_id
item_1 description furniture and fixtures table w top glass furniture and fixtures table w top glass pc quantity qty_46 unit unit_piece,item_1 description ict equipment ups sn 9b2347a21876 ict equipment ups sn 9b2347a21876 pc quantity qty_46 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,330,Sheet1:330
item_1 description furniture and fixtures table w top glass furniture and fixtures table w top glass pc quantity qty_46 unit unit_piece,item_1 description llgviw quantity qty_46 unit unit_piece,Reject,Different item,COA invalid or unrelated text,Sheet1,330,Sheet1:330
item_1 description ict equipment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,item_1 description ict equipment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,590,Sheet1:590
item_1 description ict equipment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,item_1 description ict equipment ups 9b2347a21863 sn ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,590,Sheet1:590
item_1 description ict equipment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,item_1 description ict ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,590,Sheet1:590
item_1 description ict equipment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,item_1 description ict equiment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,590,Sheet1:590
item_1 description ict equipment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,item_1 description ict equipment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_49 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,590,Sheet1:590
item_1 description ict equipment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,item_1 description ict equipment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_pack,Needs Recanvass,Unit mismatch,COA unit discrepancy,Sheet1,590,Sheet1:590
item_1 description ict equipment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,item_1 description finished goods oganic finished goods oganic pc quantity qty_42 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,590,Sheet1:590
item_1 description ict equipment ups sn 9b2347a21863 ict equipment ups sn 9b2347a21863 pc quantity qty_42 unit unit_piece,item_1 description hbzk gswk quantity qty_42 unit unit_piece,Reject,Different item,COA invalid or unrelated text,Sheet1,590,Sheet1:590
item_1 description other ppe casserole other ppe casserole pc quantity qty_14 unit unit_piece,item_1 description other ppe casserole other ppe casserole pc quantity qty_14 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,1105,Sheet1:1105
item_1 description other ppe casserole other ppe casserole pc quantity qty_14 unit unit_piece,item_1 description other ppe casserole other ppe casserole pc quantity qty_14 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,1105,Sheet1:1105
item_1 description other ppe casserole other ppe casserole pc quantity qty_14 unit unit_piece,item_1 description other ppe casserole other ppe pc quantity qty_14 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,1105,Sheet1:1105
item_1 description other ppe casserole other ppe casserole pc quantity qty_14 unit unit_piece,item_1 description other ppe casserole other ppe caserole pc quantity qty_14 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,1105,Sheet1:1105
item_1 description other ppe casserole other ppe casserole pc quantity qty_14 unit unit_piece,item_1 description other ppe casserole other ppe casserole pc quantity qty_19 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,1105,Sheet1:1105
item_1 description other ppe casserole other ppe casserole pc quantity qty_14 unit unit_piece,item_1 description other ppe casserole other ppe casserole pc quantity qty_14 unit unit_box,Needs Recanvass,Unit mismatch,COA unit discrepancy,Sheet1,1105,Sheet1:1105
item_1 description other ppe casserole other ppe casserole pc quantity qty_14 unit unit_piece,item_1 description medical dental and laboratory supplies muac tape for children medical dental and laboratory supplies muac tape for children quantity qty_14 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,1105,Sheet1:1105
item_1 description other ppe casserole other ppe casserole pc quantity qty_14 unit unit_piece,item_1 description item description unavailable quantity qty_14 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,1105,Sheet1:1105
item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_38 unit unit_piece,item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_38 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,744,Sheet1:744
item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_38 unit unit_piece,item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_38 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,744,Sheet1:744
item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_38 unit unit_piece,item_1 description ict equipment l120 printer ict equipment l120 pcs quantity qty_38 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,744,Sheet1:744
item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_38 unit unit_piece,item_1 description ict equipment l120 printer ict eqipment l120 printer pcs quantity qty_38 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,744,Sheet1:744
item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_38 unit unit_piece,item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_41 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,744,Sheet1:744
item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_38 unit unit_piece,item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_40 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity discrepancy,Sheet1,744,Sheet1:744
item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_38 unit unit_piece,item_1 description furniture and fixture monoblock chairs furniture and fixture monoblock chairs pcs quantity qty_38 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,744,Sheet1:744
item_1 description ict equipment l120 printer ict equipment l120 printer pcs quantity qty_38 unit unit_piece,item_1 description ufzvnt toqirav quantity qty_38 unit unit_piece,Reject,Different item,COA invalid or unrelated text,Sheet1,744,Sheet1:744
item_1 description ict equipment laptop core i7 windows 10 ict equipment laptop core i7 windows 10 pcs quantity qty_47 unit unit_piece,item_1 description ict equipment laptop core i7 windows 10 ict equipment laptop core i7 windows 10 pcs quantity qty_47 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,527,Sheet1:527
item_1 description ict equipment laptop core i7 windows 10 ict equipment laptop core i7 windows 10 pcs quantity qty_47 unit unit_piece,item_1 description ict equipment laptop core i7 windows 10 ict equipment core laptop i7 windows 10 pcs quantity qty_47 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,527,Sheet1:527
item_1 description ict equipment laptop core i7 windows 10 ict equipment laptop core i7 windows 10 pcs quantity qty_47 unit unit_piece,item_1 description ict equipment laptop core i7 windows 10 ict laptop core i7 windows 10 pcs quantity qty_47 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,527,Sheet1:527
item_1 description ict equipment laptop core i7 windows 10 ict equipment laptop core i7 windows 10 pcs quantity qty_47 unit unit_piece,item_1 description ict equipment laptop core i7 windows 10 ict equipment laptop core i7 winows 10 pcs quantity qty_47 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,527,Sheet1:527
item_1 description ict equipment laptop core i7 windows 10 ict equipment laptop core i7 windows 10 pcs quantity qty_47 unit unit_piece,item_1 description ict equipment laptop core i7 windows 15 ict equipment laptop core i7 windows 10 pcs quantity qty_47 unit unit_piece,Needs Recanvass,Specification mismatch,COA specification change,Sheet1,527,Sheet1:527
item_1 description ict equipment laptop core i7 windows 10 ict equipment laptop core i7 windows 10 pcs quantity qty_47 unit unit_piece,item_1 description ict equipment laptop core i7 windows 10 ict equipment laptop core i7 windows 10 pcs quantity qty_48 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity discrepancy,Sheet1,527,Sheet1:527
item_1 description ict equipment laptop core i7 windows 10 ict equipment laptop core i7 windows 10 pcs quantity qty_47 unit unit_piece,item_1 description office equipment printrer l212 office equipment printrer l212 qfs quantity qty_47 unit unit_qfs,Reject,Different item,COA unrelated item,Sheet1,527,Sheet1:527
item_1 description ict equipment laptop core i7 windows 10 ict equipment laptop core i7 windows 10 pcs quantity qty_47 unit unit_piece,item_1 description qyfqduju quantity qty_47 unit unit_piece,Reject,Different item,COA invalid or unrelated text,Sheet1,527,Sheet1:527
item_1 description furniture and fixture medical table furniture and fixture medical table pc quantity qty_13 unit unit_piece,item_1 description furniture and fixture medical table furniture and fixture medical table pc quantity qty_13 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,109,Sheet1:109
item_1 description furniture and fixture medical table furniture and fixture medical table pc quantity qty_13 unit unit_piece,item_1 description furniture and fixture table medical furniture and fixture medical table pc quantity qty_13 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,109,Sheet1:109
item_1 description furniture and fixture medical table furniture and fixture medical table pc quantity qty_13 unit unit_piece,item_1 description and fixture medical table furniture and fixture medical table pc quantity qty_13 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,109,Sheet1:109
item_1 description furniture and fixture medical table furniture and fixture medical table pc quantity qty_13 unit unit_piece,item_1 description furniture and fixture medical table furniture and fixtre medical table pc quantity qty_13 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,109,Sheet1:109
item_1 description furniture and fixture medical table furniture and fixture medical table pc quantity qty_13 unit unit_piece,item_1 description furniture and fixture medical table furniture and fixture medical table pc quantity qty_14 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,109,Sheet1:109
item_1 description furniture and fixture medical table furniture and fixture medical table pc quantity qty_13 unit unit_piece,item_1 description furniture and fixture medical table furniture and fixture medical table pc quantity qty_13 unit unit_ream,Needs Recanvass,Unit mismatch,COA unit discrepancy,Sheet1,109,Sheet1:109
item_1 description furniture and fixture medical table furniture and fixture medical table pc quantity qty_13 unit unit_piece,item_1 description ict equipment computer set acer aspire x 1900 ict equipment computer set acer aspire x 1900 pc quantity qty_13 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,109,Sheet1:109
item_1 description furniture and fixture medical table furniture and fixture medical table pc quantity qty_13 unit unit_piece,item_1 description item description unavailable quantity qty_13 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,109,Sheet1:109
item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,906,Sheet1:906
item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,906,Sheet1:906
item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,item_1 description office typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,906,Sheet1:906
item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,item_1 description office equipmnt typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,906,Sheet1:906
item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 8 carriage olympia pc quantity qty_16 unit unit_piece,Needs Recanvass,Specification mismatch,COA specification change,Sheet1,906,Sheet1:906
item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_18 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity discrepancy,Sheet1,906,Sheet1:906
item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,item_1 description furniture and fixtures office tables white furniture and fixtures office tables white pc quantity qty_16 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,906,Sheet1:906
item_1 description office equipment typewriter 15 carriage olympia office equipment typewriter 15 carriage olympia pc quantity qty_16 unit unit_piece,item_1 description iqtngr quantity qty_16 unit unit_piece,Reject,Different item,COA invalid or unrelated text,Sheet1,906,Sheet1:906
item_1 description medical supplies oxygen tank 15 lbs medical supplies oxygen tank 15 lbs pc quantity qty_45 unit unit_piece,item_1 description medical supplies oxygen tank 15 lbs medical supplies oxygen tank 15 lbs pc quantity qty_45 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,899,Sheet1:899
item_1 description medical supplies oxygen tank 15 lbs medical supplies oxygen tank 15 lbs pc quantity qty_45 unit unit_piece,item_1 description medical supplies oxygen tank 15 medical lbs supplies oxygen tank 15 lbs pc quantity qty_45 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,899,Sheet1:899
item_1 description medical supplies oxygen tank 15 lbs medical supplies oxygen tank 15 lbs pc quantity qty_45 unit unit_piece,item_1 description medical supplies oxygen tank 15 lbs medical supplies tank 15 lbs pc quantity qty_45 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,899,Sheet1:899
item_1 description medical supplies oxygen tank 15 lbs medical supplies oxygen tank 15 lbs pc quantity qty_45 unit unit_piece,item_1 description medical supplies oxygen tank 15 lbs medical supplies oxyen tank 15 lbs pc quantity qty_45 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,899,Sheet1:899
item_1 description medical supplies oxygen tank 15 lbs medical supplies oxygen tank 15 lbs pc quantity qty_45 unit unit_piece,item_1 description medical supplies oxygen tank 15 lbs medical supplies oxygen tank 30 lbs pc quantity qty_45 unit unit_piece,Needs Recanvass,Specification mismatch,COA specification change,Sheet1,899,Sheet1:899
item_1 description medical supplies oxygen tank 15 lbs medical supplies oxygen tank 15 lbs pc quantity qty_45 unit unit_piece,item_1 description medical supplies oxygen tank 15 lbs medical supplies oxygen tank 15 lbs pc quantity qty_42 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity discrepancy,Sheet1,899,Sheet1:899
item_1 description medical supplies oxygen tank 15 lbs medical supplies oxygen tank 15 lbs pc quantity qty_45 unit unit_piece,item_1 description office equipment grass cutters office equipment grass cutters pc quantity qty_45 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,899,Sheet1:899
item_1 description medical supplies oxygen tank 15 lbs medical supplies oxygen tank 15 lbs pc quantity qty_45 unit unit_piece,item_1 description item description unavailable quantity qty_45 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,899,Sheet1:899
item_1 description ict equipment epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,item_1 description ict equipment epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,663,Sheet1:663
item_1 description ict equipment epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,item_1 description ict equipment epson l3150 function multi printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,663,Sheet1:663
item_1 description ict equipment epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,item_1 description ict epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,663,Sheet1:663
item_1 description ict equipment epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,item_1 description ict equipment epsn l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,663,Sheet1:663
item_1 description ict equipment epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,item_1 description ict equipment epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_37 unit unit_piece,Needs Recanvass,Quantity mismatch,COA quantity change,Sheet1,663,Sheet1:663
item_1 description ict equipment epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,item_1 description ict equipment epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_bottle,Needs Recanvass,Unit mismatch,COA unit discrepancy,Sheet1,663,Sheet1:663
item_1 description ict equipment epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,item_1 description medical equipment gooseneck lamp medical equipment gooseneck lamp pc quantity qty_36 unit unit_piece,Reject,Different item,COA unrelated item,Sheet1,663,Sheet1:663
item_1 description ict equipment epson l3150 multi function printer ict equipment epson l3150 multi function printer pc quantity qty_36 unit unit_piece,item_1 description item description unavailable quantity qty_36 unit unit_piece,Reject,Missing item description,COA missing item,Sheet1,663,Sheet1:663
item_1 description furniture and fixtures foldable table black furniture and fixtures foldable table black pc quantity qty_33 unit unit_piece,item_1 description furniture and fixtures foldable table black furniture and fixtures foldable table black pc quantity qty_33 unit unit_piece,Acceptable,No discrepancy,COA exact match,Sheet1,269,Sheet1:269
item_1 description furniture and fixtures foldable table black furniture and fixtures foldable table black pc quantity qty_33 unit unit_piece,item_1 description furniture and fixtures foldable table black furniture and fixtures foldable table pc black quantity qty_33 unit unit_piece,Acceptable,No discrepancy,COA acceptable wording variation,Sheet1,269,Sheet1:269
item_1 description furniture and fixtures foldable table black furniture and fixtures foldable table black pc quantity qty_33 unit unit_piece,item_1 description furniture and fixtures foldable table black furniture and fixtures table black pc quantity qty_33 unit unit_piece,Needs Review,Incomplete or ambiguous description,COA incomplete description,Sheet1,269,Sheet1:269
item_1 description furniture and fixtures foldable table black furniture and fixtures foldable table black pc quantity qty_33 unit unit_piece,item_1 description furniture and fixtures foldable tabe black furniture and fixtures foldable table black pc quantity qty_33 unit unit_piece,Needs Review,Minor wording or spelling difference,COA typographical variation,Sheet1,269,Sheet1:269
item_1 description furniture and fixtures foldable table black furniture and fixtures foldable table black pc quantity qty_33 unit unit_piece,item_1 description furniture and fixtures foldable table yellow furniture and fixtures foldable table black pc quantity qty_33 unit unit_piece,Needs Recanvass,Specification mismatch,COA specification change,Sheet1,269,Sheet1:269
item_1 description furniture and fixtures foldable table black furniture and fixtures foldable table black pc quantity qty_33 unit unit_piece,item_1 description furniture and fixtures foldable table black furniture and fixtures foldable table black pc quantity qty_33 unit unit_pack,Needs Recanvass,Unit mismatch,COA unit discrepancy,Sheet1,269,Sheet1:269
